,word,transcript,freq,corr
212,"['м', 'о', 'й']","['m', 'o0', 'j']",30742,"[('м', 'm'), ('о', 'o0'), ('й', 'j')]"
213,"['т', 'е', 'м']","[""t'"", 'e0', 'm']",29835,"[('т', ""t'""), ('е', 'e0'), ('м', 'm')]"
214,"['с', 'в', 'е', 'т']","['s', ""v'"", 'e0', 't']",29835,"[('с', 's'), ('в', ""v'""), ('е', 'e0'), ('т', 't')]"
215,"['в', 'с', 'ё', 'м']","['f', ""s'"", 'o0', 'm']",29533,"[('в', 'f'), ('с', ""s'""), ('ё', 'o0'), ('м', 'm')]"
216,"['ц', 'а', 'р', 'ь']","['c', 'a0', ""r'""]",29130,"[('ц', 'c'), ('а', 'a0'), ('р', ""r'""), ('ь', '-')]"
217,"['с', 'м', 'е', 'р', 'т', 'ь']","['s', ""m'"", 'e0', 'r', ""t'""]",28928,"[('с', 's'), ('м', ""m'""), ('е', 'e0'), ('р', 'r'), ('т', ""t'""), ('ь', '-')]"
218,"['с', 'в', 'е', 'т']","['s', ""v'"", 'e0', 't']",28424,"[('с', 's'), ('в', ""v'""), ('е', 'e0'), ('т', 't')]"
219,"['х', 'о', 'т', 'ь']","['h', 'o0', ""t'""]",28424,"[('х', 'h'), ('о', 'o0'), ('т', ""t'""), ('ь', '-')]"
220,"['з', 'н', 'а', 'т', 'ь']","['z', 'n', 'a0', ""t'""]",28323,"[('з', 'z'), ('н', 'n'), ('а', 'a0'), ('т', ""t'""), ('ь', '-')]"
221,"['в', 'в', 'е', 'р', 'х']","['v', ""v'"", 'e0', 'r', 'h']",28222,"[('в', 'v'), ('в', ""v'""), ('е', 'e0'), ('р', 'r'), ('х', 'h')]"
222,"['в', 'д', 'о', 'л', 'ь']","['v', 'd', 'o0', ""l'""]",28222,"[('в', 'v'), ('д', 'd'), ('о', 'o0'), ('л', ""l'""), ('ь', '-')]"
223,"['т', 'а', 'к']","['t', 'a0', 'k']",27819,"[('т', 't'), ('а', 'a0'), ('к', 'k')]"
224,"['з', 'н', 'а', 'т', 'ь']","['z', 'n', 'a0', ""t'""]",27416,"[('з', 'z'), ('н', 'n'), ('а', 'a0'), ('т', ""t'""), ('ь', '-')]"
225,"['н', 'о', 'ч', 'ь']","['n', 'o0', 'ch']",27013,"[('н', 'n'), ('о', 'o0'), ('ч', 'ch'), ('ь', '-')]"
226,"['т', 'о', 'й']","['t', 'o0', 'j']",26912,"[('т', 't'), ('о', 'o0'), ('й', 'j')]"
227,"['в', 'с', 'л', 'е', 'д']","['f', 's', ""l'"", 'e0', 't']",26811,"[('в', 'f'), ('с', 's'), ('л', ""l'""), ('е', 'e0'), ('д', 't')]"
228,"['с', 'т', 'р', 'а', 'н']","['s', 't', 'r', 'a0', 'n']",26610,"[('с', 's'), ('т', 't'), ('р', 'r'), ('а', 'a0'), ('н', 'n')]"
229,"['в', 'е', 'д', 'ь']","[""v'"", 'e0', ""t'""]",26408,"[('в', ""v'""), ('е', 'e0'), ('д', ""t'""), ('ь', '-')]"
230,"['в', 'о', 'н']","['v', 'o0', 'n']",26408,"[('в', 'v'), ('о', 'o0'), ('н', 'n')]"
231,"['ж', 'а', 'л', 'ь']","['zh', 'a0', ""l'""]",26307,"[('ж', 'zh'), ('а', 'a0'), ('л', ""l'""), ('ь', '-')]"
232,"['г', 'р', 'а', 'ф']","['g', 'r', 'a0', 'f']",26307,"[('г', 'g'), ('р', 'r'), ('а', 'a0'), ('ф', 'f')]"
233,"['в', 'а', 'ш']","['v', 'a0', 'sh']",26106,"[('в', 'v'), ('а', 'a0'), ('ш', 'sh')]"
234,"['п', 'я', 'т', 'ь']","[""p'"", 'a0', ""t'""]",26005,"[('п', ""p'""), ('я', 'a0'), ('т', ""t'""), ('ь', '-')]"
235,"['д', 'о', 'ч', 'ь']","['d', 'o0', 'ch']",25803,"[('д', 'd'), ('о', 'o0'), ('ч', 'ch'), ('ь', '-')]"
236,"['к', 'а']","['k', 'a0']",25299,"[('к', 'k'), ('а', 'a0')]"
237,"['в', 'н', 'е']","['v', ""n'"", 'e0']",25098,"[('в', 'v'), ('н', ""n'""), ('е', 'e0')]"
238,"['д', 'в', 'е', 'р', 'ь']","['d', ""v'"", 'e0', ""r'""]",24594,"[('д', 'd'), ('в', ""v'""), ('е', 'e0'), ('р', ""r'""), ('ь', '-')]"
239,"['ч', 'ё', 'р', 'т']","['ch', 'o0', 'r', 't']",24493,"[('ч', 'ch'), ('ё', 'o0'), ('р', 'r'), ('т', 't')]"
240,"['в', 'л', 'а', 'с', 'т', 'ь']","['v', 'l', 'a0', ""s'"", ""t'""]",24392,"[('в', 'v'), ('л', 'l'), ('а', 'a0'), ('с', ""s'""), ('т', ""t'""), ('ь', '-')]"
241,"['п', 'у', 'т', 'ь']","['p', 'u0', ""t'""]",24392,"[('п', 'p'), ('у', 'u0'), ('т', ""t'""), ('ь', '-')]"
242,"['ч', 'е', 'с', 'т', 'ь']","['ch', 'e0', ""s'"", ""t'""]",24291,"[('ч', 'ch'), ('е', 'e0'), ('с', ""s'""), ('т', ""t'""), ('ь', '-')]"
243,"['ч', 'е', 'м']","['ch', 'e0', 'm']",24291,"[('ч', 'ch'), ('е', 'e0'), ('м', 'm')]"
244,"['м', 'о', 'л']","['m', 'o0', 'l']",24291,"[('м', 'm'), ('о', 'o0'), ('л', 'l')]"
245,"['ч', 'т', 'о']","['ch', 't', 'o0']",24191,"[('ч', 'ch'), ('т', 't'), ('о', 'o0')]"
246,"['к', 'н', 'и', 'г']","['k', ""n'"", 'i0', 'k']",24191,"[('к', 'k'), ('н', ""n'""), ('и', 'i0'), ('г', 'k')]"
247,"['ч', 'а', 'й']","['ch', 'a0', 'j']",24191,"[('ч', 'ch'), ('а', 'a0'), ('й', 'j')]"
248,"['т', 'в', 'о', 'й']","['t', 'v', 'o0', 'j']",24191,"[('т', 't'), ('в', 'v'), ('о', 'o0'), ('й', 'j')]"
249,"['п', 'р', 'е', 'д']","['p', ""r'"", 'e0', 't']",24191,"[('п', 'p'), ('р', ""r'""), ('е', 'e0'), ('д', 't')]"
250,"['б', 'у', 'д', 'ь']","['b', 'u0', ""t'""]",23485,"[('б', 'b'), ('у', 'u0'), ('д', ""t'""), ('ь', '-')]"
251,"['н', 'о', 'г']","['n', 'o0', 'k']",23183,"[('н', 'n'), ('о', 'o0'), ('г', 'k')]"
252,"['в', 'о', 'й', 'с', 'к']","['v', 'o0', 'j', 's', 'k']",23183,"[('в', 'v'), ('о', 'o0'), ('й', 'j'), ('с', 's'), ('к', 'k')]"
253,"['г', 'о', 'д']","['g', 'o0', 't']",22780,"[('г', 'g'), ('о', 'o0'), ('д', 't')]"
254,"['в', 'и', 'д']","[""v'"", 'i0', 't']",22780,"[('в', ""v'""), ('и', 'i0'), ('д', 't')]"
255,"['с', 'т', 'о']","['s', 't', 'o0']",22578,"[('с', 's'), ('т', 't'), ('о', 'o0')]"
256,"['л', 'и', 'ц']","[""l'"", 'i0', 'c']",22578,"[('л', ""l'""), ('и', 'i0'), ('ц', 'c')]"
257,"['к', 'е', 'м']","[""k'"", 'e0', 'm']",22477,"[('к', ""k'""), ('е', 'e0'), ('м', 'm')]"
258,"['д', 'в', 'о', 'р']","['d', 'v', 'o0', 'r']",22376,"[('д', 'd'), ('в', 'v'), ('о', 'o0'), ('р', 'r')]"
259,"['м', 'ы', 'с', 'л', 'ь']","['m', 'y0', 's', ""l'""]",21772,"[('м', 'm'), ('ы', 'y0'), ('с', 's'), ('л', ""l'""), ('ь', '-')]"
260,"['т', 'е', 'м']","[""t'"", 'e0', 'm']",21469,"[('т', ""t'""), ('е', 'e0'), ('м', 'm')]"
261,"['ш', 'е', 'с', 'т', 'ь']","['sh', 'e0', ""s'"", ""t'""]",21368,"[('ш', 'sh'), ('е', 'e0'), ('с', ""s'""), ('т', ""t'""), ('ь', '-')]"
262,"['м', 'е', 'с', 'т']","[""m'"", 'e0', 's', 't']",21368,"[('м', ""m'""), ('е', 'e0'), ('с', 's'), ('т', 't')]"
263,"['к', 'р', 'о', 'в', 'ь']","['k', 'r', 'o0', ""f'""]",21368,"[('к', 'k'), ('р', 'r'), ('о', 'o0'), ('в', ""f'""), ('ь', '-')]"
264,"['р', 'о', 'т']","['r', 'o0', 't']",21368,"[('р', 'r'), ('о', 'o0'), ('т', 't')]"
265,"['в', 'ё', 'р', 'с', 'т']","[""v'"", 'o0', 'r', 's', 't']",21368,"[('в', ""v'""), ('ё', 'o0'), ('р', 'r'), ('с', 's'), ('т', 't')]"
266,"['в', 'л', 'а', 'с', 'т', 'ь']","['v', 'l', 'a0', ""s'"", ""t'""]",21167,"[('в', 'v'), ('л', 'l'), ('а', 'a0'), ('с', ""s'""), ('т', ""t'""), ('ь', '-')]"
267,"['т', 'е', 'х']","[""t'"", 'e0', 'h']",21167,"[('т', ""t'""), ('е', 'e0'), ('х', 'h')]"
268,"['п', 'о', 'л']","['p', 'o0', 'l']",20965,"[('п', 'p'), ('о', 'o0'), ('л', 'l')]"
269,"['д', 'о', 'ж', 'д', 'ь']","['d', 'o0', 'zh', ""t'""]",20764,"[('д', 'd'), ('о', 'o0'), ('ж', 'zh'), ('д', ""t'""), ('ь', '-')]"
270,"['с', 'н', 'е', 'г']","[""s'"", ""n'"", 'e0', 'k']",20663,"[('с', ""s'""), ('н', ""n'""), ('е', 'e0'), ('г', 'k')]"
271,"['н', 'а', 'ш']","['n', 'a0', 'sh']",20461,"[('н', 'n'), ('а', 'a0'), ('ш', 'sh')]"
272,"['р', 'а', 'з']","['r', 'a0', 's']",20360,"[('р', 'r'), ('а', 'a0'), ('з', 's')]"
273,"['в', 'с', 'е', 'й']","['f', ""s'"", 'e0', 'j']",20058,"[('в', 'f'), ('с', ""s'""), ('е', 'e0'), ('й', 'j')]"
274,"['в', 'р', 'я', 'д']","['v', ""r'"", 'a0', 't']",19856,"[('в', 'v'), ('р', ""r'""), ('я', 'a0'), ('д', 't')]"
275,"['в', 'с', 'е', 'й']","['f', ""s'"", 'e0', 'j']",19756,"[('в', 'f'), ('с', ""s'""), ('е', 'e0'), ('й', 'j')]"
276,"['р', 'а', 'д']","['r', 'a0', 't']",19151,"[('р', 'r'), ('а', 'a0'), ('д', 't')]"
277,"['ч', 'т', 'о']","['sh', 't', 'o0']",19151,"[('ч', 'sh'), ('т', 't'), ('о', 'o0')]"
278,"['с', 'м', 'ы', 'с', 'л']","['s', 'm', 'y0', 's', 'l']",19050,"[('с', 's'), ('м', 'm'), ('ы', 'y0'), ('с', 's'), ('л', 'l')]"
279,"['л', 'е', 'с']","[""l'"", 'e0', 's']",19050,"[('л', ""l'""), ('е', 'e0'), ('с', 's')]"
280,"['д', 'в', 'у', 'х']","['d', 'v', 'u0', 'h']",18849,"[('д', 'd'), ('в', 'v'), ('у', 'u0'), ('х', 'h')]"
281,"['с', 'п', 'а', 'л']","['s', 'p', 'a0', 'l']",18748,"[('с', 's'), ('п', 'p'), ('а', 'a0'), ('л', 'l')]"
282,"['г', 'р', 'у', 'д', 'ь']","['g', 'r', 'u0', ""t'""]",18647,"[('г', 'g'), ('р', 'r'), ('у', 'u0'), ('д', ""t'""), ('ь', '-')]"
283,"['д', 'н', 'я', 'х']","[""d'"", ""n'"", 'a0', 'h']",18647,"[('д', ""d'""), ('н', ""n'""), ('я', 'a0'), ('х', 'h')]"
284,"['в', 'с', 'е', 'м']","['f', ""s'"", 'e0', 'm']",18546,"[('в', 'f'), ('с', ""s'""), ('е', 'e0'), ('м', 'm')]"
285,"['ж', 'д', 'а', 'т', 'ь']","['zh', 'd', 'a0', ""t'""]",18445,"[('ж', 'zh'), ('д', 'd'), ('а', 'a0'), ('т', ""t'""), ('ь', '-')]"
286,"['т', 'е', 'м']","[""t'"", 'e0', 'm']",18345,"[('т', ""t'""), ('е', 'e0'), ('м', 'm')]"
287,"['р', 'е', 'ч', 'ь']","[""r'"", 'e0', 'ch']",17941,"[('р', ""r'""), ('е', 'e0'), ('ч', 'ch'), ('ь', '-')]"
288,"['с', 'м', 'ы', 'с', 'л']","['s', 'm', 'y0', 's', 'l']",17941,"[('с', 's'), ('м', 'm'), ('ы', 'y0'), ('с', 's'), ('л', 'l')]"
289,"['м', 'о', 'г']","['m', 'o0', 'k']",17841,"[('м', 'm'), ('о', 'o0'), ('г', 'k')]"
290,"['м', 'а', 'т', 'ь']","['m', 'a0', ""t'""]",17841,"[('м', 'm'), ('а', 'a0'), ('т', ""t'""), ('ь', '-')]"
291,"['с', 'н', 'е']","[""s'"", ""n'"", 'e0']",17538,"[('с', ""s'""), ('н', ""n'""), ('е', 'e0')]"
292,"['в', 'с', 'е', 'м']","['f', ""s'"", 'e0', 'm']",17437,"[('в', 'f'), ('с', ""s'""), ('е', 'e0'), ('м', 'm')]"
293,"['р', 'я', 'д']","[""r'"", 'a0', 't']",17437,"[('р', ""r'""), ('я', 'a0'), ('д', 't')]"
294,"['в', 'с', 'е', 'й']","['f', ""s'"", 'e0', 'j']",17437,"[('в', 'f'), ('с', ""s'""), ('е', 'e0'), ('й', 'j')]"
295,"['т', 'е', 'х']","[""t'"", 'e0', 'h']",17236,"[('т', ""t'""), ('е', 'e0'), ('х', 'h')]"
296,"['в', 'ё', 'л']","[""v'"", 'o0', 'l']",17034,"[('в', ""v'""), ('ё', 'o0'), ('л', 'l')]"
297,"['д', 'е', 'д']","[""d'"", 'e0', 't']",17034,"[('д', ""d'""), ('е', 'e0'), ('д', 't')]"
298,"['д', 'а', 'й']","['d', 'a0', 'j']",16833,"[('д', 'd'), ('а', 'a0'), ('й', 'j')]"
299,"['ц', 'е', 'л', 'ь']","['c', 'e0', ""l'""]",16732,"[('ц', 'c'), ('е', 'e0'), ('л', ""l'""), ('ь', '-')]"
300,"['э', 'х']","['e0', 'h']",16732,"[('э', 'e0'), ('х', 'h')]"
301,"['д', 'н', 'и']","[""d'"", ""n'"", 'i0']",16530,"[('д', ""d'""), ('н', ""n'""), ('и', 'i0')]"
302,"['п', 'р', 'а', 'в']","['p', 'r', 'a0', 'f']",16329,"[('п', 'p'), ('р', 'r'), ('а', 'a0'), ('в', 'f')]"
303,"['б', 'р', 'а', 'т', 'ь']","['b', 'r', 'a0', ""t'""]",16329,"[('б', 'b'), ('р', 'r'), ('а', 'a0'), ('т', ""t'""), ('ь', '-')]"
304,"['т', 'е', 'м']","[""t'"", 'e0', 'm']",16127,"[('т', ""t'""), ('е', 'e0'), ('м', 'm')]"
305,"['ф', 'а', 'к', 'т']","['f', 'a0', 'k', 't']",16127,"[('ф', 'f'), ('а', 'a0'), ('к', 'k'), ('т', 't')]"
306,"['х', 'л', 'е', 'б']","['h', ""l'"", 'e0', 'p']",16127,"[('х', 'h'), ('л', ""l'""), ('е', 'e0'), ('б', 'p')]"
307,"['с', 'р', 'о', 'к']","['s', 'r', 'o0', 'k']",16127,"[('с', 's'), ('р', 'r'), ('о', 'o0'), ('к', 'k')]"
308,"['д', 'в', 'а']","['d', 'v', 'a0']",15926,"[('д', 'd'), ('в', 'v'), ('а', 'a0')]"
309,"['с', 'у', 'д']","['s', 'u0', 't']",15926,"[('с', 's'), ('у', 'u0'), ('д', 't')]"
310,"['р', 'я', 'д']","[""r'"", 'a0', 't']",15522,"[('р', ""r'""), ('я', 'a0'), ('д', 't')]"
311,"['о', 'х']","['o0', 'h']",15422,"[('о', 'o0'), ('х', 'h')]"
312,"['д', 'у', 'х']","['d', 'u0', 'h']",15321,"[('д', 'd'), ('у', 'u0'), ('х', 'h')]"
313,"['ч', 'р', 'е', 'з']","['ch', ""r'"", 'e0', 's']",15321,"[('ч', 'ch'), ('р', ""r'""), ('е', 'e0'), ('з', 's')]"
314,"['с', 'м', 'е', 'р', 'т', 'ь']","['s', ""m'"", 'e0', 'r', ""t'""]",15220,"[('с', 's'), ('м', ""m'""), ('е', 'e0'), ('р', 'r'), ('т', ""t'""), ('ь', '-')]"
315,"['в', 'р', 'а', 'ч']","['v', 'r', 'a0', 'ch']",15220,"[('в', 'v'), ('р', 'r'), ('а', 'a0'), ('ч', 'ch')]"
316,"['ч', 'у', 'в', 'с', 'т', 'в']","['ch', 'u0', 's', 't', 'f']",15220,"[('ч', 'ch'), ('у', 'u0'), ('в', '-'), ('с', 's'), ('т', 't'), ('в', 'f')]"
317,"['с', 'е', 'м', 'ь']","[""s'"", 'e0', ""m'""]",15119,"[('с', ""s'""), ('е', 'e0'), ('м', ""m'""), ('ь', '-')]"
318,"['в', 'с', 'л', 'у', 'х']","['f', 's', 'l', 'u0', 'h']",15119,"[('в', 'f'), ('с', 's'), ('л', 'l'), ('у', 'u0'), ('х', 'h')]"
319,"['м', 'ы']","['m', 'y0']",15119,"[('м', 'm'), ('ы', 'y0')]"
320,"['в', 'з', 'г', 'л', 'я', 'д']","['v', 'z', 'g', ""l'"", 'a0', 't']",14918,"[('в', 'v'), ('з', 'z'), ('г', 'g'), ('л', ""l'""), ('я', 'a0'), ('д', 't')]"
321,"['п', 'и', 'т', 'ь']","[""p'"", 'i0', ""t'""]",14817,"[('п', ""p'""), ('и', 'i0'), ('т', ""t'""), ('ь', '-')]"
322,"['д', 'е']","[""d'"", 'e0']",14817,"[('д', ""d'""), ('е', 'e0')]"
323,"['с', 'о', 'н']","['s', 'o0', 'n']",14615,"[('с', 's'), ('о', 'o0'), ('н', 'n')]"
324,"['ш', 'е', 'с', 'т', 'ь']","['sh', 'e0', ""s'"", ""t'""]",14514,"[('ш', 'sh'), ('е', 'e0'), ('с', ""s'""), ('т', ""t'""), ('ь', '-')]"
325,"['д', 'а', 'с', 'т']","['d', 'a0', 's', 't']",14414,"[('д', 'd'), ('а', 'a0'), ('с', 's'), ('т', 't')]"
326,"['ч', 'а', 'с']","['ch', 'a0', 's']",14414,"[('ч', 'ch'), ('а', 'a0'), ('с', 's')]"
327,"['с', 'в', 'я', 'з', 'ь']","['s', ""v'"", 'a0', ""s'""]",14313,"[('с', 's'), ('в', ""v'""), ('я', 'a0'), ('з', ""s'""), ('ь', '-')]"
328,"['з', 'р', 'я']","['z', ""r'"", 'a0']",14313,"[('з', 'z'), ('р', ""r'""), ('я', 'a0')]"
329,"['ш', 'л', 'о']","['sh', 'l', 'o0']",14212,"[('ш', 'sh'), ('л', 'l'), ('о', 'o0')]"
330,"['н', 'о', 'с']","['n', 'o0', 's']",14212,"[('н', 'n'), ('о', 'o0'), ('с', 's')]"
331,"['м', 'н', 'е']","['m', ""n'"", 'e0']",14212,"[('м', 'm'), ('н', ""n'""), ('е', 'e0')]"
332,"['в', 'е', 'щ', 'ь']","[""v'"", 'e0', 'sc']",14010,"[('в', ""v'""), ('е', 'e0'), ('щ', 'sc'), ('ь', '-')]"
333,"['с', 'у', 'д']","['s', 'u0', 't']",13910,"[('с', 's'), ('у', 'u0'), ('д', 't')]"
334,"['о', 'й']","['o0', 'j']",13809,"[('о', 'o0'), ('й', 'j')]"
335,"['б', 'ы', 'л']","['b', 'y0', 'l']",13809,"[('б', 'b'), ('ы', 'y0'), ('л', 'l')]"
336,"['д', 'о', 'ч', 'ь']","['d', 'o0', 'ch']",13708,"[('д', 'd'), ('о', 'o0'), ('ч', 'ch'), ('ь', '-')]"
337,"['п', 'л', 'а', 'н']","['p', 'l', 'a0', 'n']",13708,"[('п', 'p'), ('л', 'l'), ('а', 'a0'), ('н', 'n')]"
338,"['п', 'р', 'а', 'в']","['p', 'r', 'a0', 'f']",13708,"[('п', 'p'), ('р', 'r'), ('а', 'a0'), ('в', 'f')]"
339,"['с', 'в', 'о', 'й']","['s', 'v', 'o0', 'j']",13506,"[('с', 's'), ('в', 'v'), ('о', 'o0'), ('й', 'j')]"
340,"['с', 'н', 'я', 'л']","[""s'"", ""n'"", 'a0', 'l']",13406,"[('с', ""s'""), ('н', ""n'""), ('я', 'a0'), ('л', 'l')]"
341,"['д', 'в', 'у', 'х']","['d', 'v', 'u0', 'h']",13305,"[('д', 'd'), ('в', 'v'), ('у', 'u0'), ('х', 'h')]"
342,"['п', 'р', 'о', 'ч', 'ь']","['p', 'r', 'o0', 'ch']",13305,"[('п', 'p'), ('р', 'r'), ('о', 'o0'), ('ч', 'ch'), ('ь', '-')]"
343,"['т', 'о', 'й']","['t', 'o0', 'j']",13305,"[('т', 't'), ('о', 'o0'), ('й', 'j')]"
344,"['г', 'о', 'р']","['g', 'o0', 'r']",13305,"[('г', 'g'), ('о', 'o0'), ('р', 'r')]"
345,"['в', 'ы']","['v', 'y0']",13305,"[('в', 'v'), ('ы', 'y0')]"
346,"['ф', 'о', 'р', 'м']","['f', 'o0', 'r', 'm']",13204,"[('ф', 'f'), ('о', 'o0'), ('р', 'r'), ('м', 'm')]"
347,"['в', 'с', 'ё', 'м']","['f', ""s'"", 'o0', 'm']",13103,"[('в', 'f'), ('с', ""s'""), ('ё', 'o0'), ('м', 'm')]"
348,"['ш', 'у', 'м']","['sh', 'u0', 'm']",13002,"[('ш', 'sh'), ('у', 'u0'), ('м', 'm')]"
349,"['с', 'м', 'о', 'г']","['s', 'm', 'o0', 'k']",13002,"[('с', 's'), ('м', 'm'), ('о', 'o0'), ('г', 'k')]"
350,"['р', 'о', 'л', 'ь']","['r', 'o0', ""l'""]",13002,"[('р', 'r'), ('о', 'o0'), ('л', ""l'""), ('ь', '-')]"
351,"['с', 'т', 'р', 'а', 'х']","['s', 't', 'r', 'a0', 'h']",12902,"[('с', 's'), ('т', 't'), ('р', 'r'), ('а', 'a0'), ('х', 'h')]"
352,"['н', 'ё', 'м']","[""n'"", 'o0', 'm']",12801,"[('н', ""n'""), ('ё', 'o0'), ('м', 'm')]"
353,"['с', 'а', 'д']","['s', 'a0', 't']",12801,"[('с', 's'), ('а', 'a0'), ('д', 't')]"
354,"['ш', 'а', 'г']","['sh', 'a0', 'k']",12700,"[('ш', 'sh'), ('а', 'a0'), ('г', 'k')]"
355,"['с', 'е', 'м', 'ь']","[""s'"", 'e0', ""m'""]",12700,"[('с', ""s'""), ('е', 'e0'), ('м', ""m'""), ('ь', '-')]"
356,"['л', 'е', 'с']","[""l'"", 'e0', 's']",12599,"[('л', ""l'""), ('е', 'e0'), ('с', 's')]"
357,"['т', 'о', 'й']","['t', 'o0', 'j']",12498,"[('т', 't'), ('о', 'o0'), ('й', 'j')]"
358,"['ж', 'и', 'в']","['zh', 'y0', 'f']",12398,"[('ж', 'zh'), ('и', 'y0'), ('в', 'f')]"
359,"['х', 'о', 'д']","['h', 'o0', 't']",12196,"[('х', 'h'), ('о', 'o0'), ('д', 't')]"
360,"['с', 'в', 'я', 'з', 'ь']","['s', ""v'"", 'a0', ""s'""]",12095,"[('с', 's'), ('в', ""v'""), ('я', 'a0'), ('з', ""s'""), ('ь', '-')]"
361,"['з', 'л', 'а']","['z', 'l', 'a0']",12095,"[('з', 'z'), ('л', 'l'), ('а', 'a0')]"
362,"['б', 'л', 'и', 'з']","['b', ""l'"", 'i0', 's']",11995,"[('б', 'b'), ('л', ""l'""), ('и', 'i0'), ('з', 's')]"
363,"['т', 'ы']","['t', 'y0']",11894,"[('т', 't'), ('ы', 'y0')]"
364,"['к', 'р', 'о', 'в', 'ь']","['k', 'r', 'o0', ""f'""]",11793,"[('к', 'k'), ('р', 'r'), ('о', 'o0'), ('в', ""f'""), ('ь', '-')]"
365,"['е', 'с', 'т', 'ь']","['j', 'e0', ""s'"", ""t'""]",11692,"[('е', 'je0'), ('с', ""s'""), ('т', ""t'""), ('ь', '-')]"
366,"['с', 'т', 'о']","['s', 't', 'o0']",11692,"[('с', 's'), ('т', 't'), ('о', 'o0')]"
367,"['л', 'о', 'б']","['l', 'o0', 'p']",11390,"[('л', 'l'), ('о', 'o0'), ('б', 'p')]"
368,"['с', 'е', 'й']","[""s'"", 'e0', 'j']",11289,"[('с', ""s'""), ('е', 'e0'), ('й', 'j')]"
369,"['г', 'р', 'у', 'п', 'п']","['g', 'r', 'u0', 'p']",11188,"[('г', 'g'), ('р', 'r'), ('у', 'u0'), ('п', 'p'), ('п', '-')]"
370,"['с', 'е', 'й']","[""s'"", 'e0', 'j']",11188,"[('с', ""s'""), ('е', 'e0'), ('й', 'j')]"
371,"['с', 'л', 'е', 'з']","['s', ""l'"", 'e0', 's']",11087,"[('с', 's'), ('л', ""l'""), ('е', 'e0'), ('з', 's')]"
372,"['д', 'у', 'х']","['d', 'u0', 'h']",11087,"[('д', 'd'), ('у', 'u0'), ('х', 'h')]"
373,"['н', 'а', 'с']","['n', 'a0', 's']",10886,"[('н', 'n'), ('а', 'a0'), ('с', 's')]"
374,"['з', 'в', 'у', 'к']","['z', 'v', 'u0', 'k']",10886,"[('з', 'z'), ('в', 'v'), ('у', 'u0'), ('к', 'k')]"
375,"['ж', 'д', 'е', 'т']","['zh', ""d'"", 'e0', 't']",10785,"[('ж', 'zh'), ('д', ""d'""), ('е', 'e0'), ('т', 't')]"
376,"['т', 'р', 'у', 'д']","['t', 'r', 'u0', 't']",10785,"[('т', 't'), ('р', 'r'), ('у', 'u0'), ('д', 't')]"
377,"['с', 'т', 'у', 'л']","['s', 't', 'u0', 'l']",10785,"[('с', 's'), ('т', 't'), ('у', 'u0'), ('л', 'l')]"
378,"['с', 'п', 'и', 'т']","['s', ""p'"", 'i0', 't']",10684,"[('с', 's'), ('п', ""p'""), ('и', 'i0'), ('т', 't')]"
379,"['к', 'р', 'а', 'й']","['k', 'r', 'a0', 'j']",10583,"[('к', 'k'), ('р', 'r'), ('а', 'a0'), ('й', 'j')]"
380,"['ч', 'л', 'е', 'н']","['ch', ""l'"", 'e0', 'n']",10583,"[('ч', 'ch'), ('л', ""l'""), ('е', 'e0'), ('н', 'n')]"
381,"['л', 'е', 'в']","[""l'"", 'e0', 'f']",10583,"[('л', ""l'""), ('е', 'e0'), ('в', 'f')]"
382,"['с', 'н', 'я', 'т', 'ь']","[""s'"", ""n'"", 'a0', ""t'""]",10382,"[('с', ""s'""), ('н', ""n'""), ('я', 'a0'), ('т', ""t'""), ('ь', '-')]"
383,"['с', 'т', 'о', 'л']","['s', 't', 'o0', 'l']",10382,"[('с', 's'), ('т', 't'), ('о', 'o0'), ('л', 'l')]"
384,"['р', 'о', 'с', 'т']","['r', 'o0', 's', 't']",10382,"[('р', 'r'), ('о', 'o0'), ('с', 's'), ('т', 't')]"
385,"['с', 'в', 'е', 'р', 'х']","['s', ""v'"", 'e0', 'r', 'h']",10382,"[('с', 's'), ('в', ""v'""), ('е', 'e0'), ('р', 'r'), ('х', 'h')]"
386,"['к', 'р', 'у', 'г']","['k', 'r', 'u0', 'k']",10281,"[('к', 'k'), ('р', 'r'), ('у', 'u0'), ('г', 'k')]"
387,"['п', 'и', 'т', 'ь']","[""p'"", 'i0', ""t'""]",10281,"[('п', ""p'""), ('и', 'i0'), ('т', ""t'""), ('ь', '-')]"
388,"['т', 'р', 'ё', 'х']","['t', ""r'"", 'o0', 'h']",10281,"[('т', 't'), ('р', ""r'""), ('ё', 'o0'), ('х', 'h')]"
389,"['в', 'п', 'л', 'о', 'т', 'ь']","['f', 'p', 'l', 'o0', ""t'""]",10281,"[('в', 'f'), ('п', 'p'), ('л', 'l'), ('о', 'o0'), ('т', ""t'""), ('ь', '-')]"
390,"['д', 'е']","[""d'"", 'e0']",10281,"[('д', ""d'""), ('е', 'e0')]"
391,"['у', 'м']","['u0', 'm']",10180,"[('у', 'u0'), ('м', 'm')]"
392,"['в', 'с', 'т', 'а', 'т', 'ь']","['f', 's', 't', 'a0', ""t'""]",10079,"[('в', 'f'), ('с', 's'), ('т', 't'), ('а', 'a0'), ('т', ""t'""), ('ь', '-')]"
393,"['з', 'а', 'л']","['z', 'a0', 'l']",10079,"[('з', 'z'), ('а', 'a0'), ('л', 'l')]"
