word,pos,grapheme,phoneme_real,freq
калужской,6,с,s,8
калужской,7,к,k,8
калужской,8,о,a,8
калужской,9,й,j,8
каменного,1,к,k,3
каменного,2,а,a,3
каменного,3,м,m',3
каменного,4,е,i,3
каменного,5,н,n,3
каменного,6,н,-,3
каменного,7,о,a,3
каменного,8,г,v,3
каменного,9,о,a,3
каменным,1,к,k,6
каменным,2,а,a,6
каменным,3,м,m',6
каменным,4,е,i,6
каменным,5,н,n,6
каменным,6,н,-,6
каменным,7,ы,y,6
каменным,8,м,m,6
камня,1,к,k,3
камня,2,а,a,3
камня,3,м,m,3
камня,4,н,n',3
камня,5,я,a,3
канады,1,к,k,4
канады,2,а,a,4
канады,3,н,n,4
канады,4,а,a,4
канады,5,д,d,4
канады,6,ы,y,4
канализационная,1,к,k,3
канализационная,2,а,a,3
канализационная,3,н,n,3
канализационная,4,а,a,3
канализационная,5,л,l',3
канализационная,6,и,i,3
канализационная,7,з,z,3
канализационная,8,а,a,3
канализационная,9,ц,c,3
канализационная,10,и,y,3
канализационная,11,о,o,3
канализационная,12,н,n,3
канализационная,13,н,-,3
канализационная,14,а,a,3
канализационная,15,я,ja,3
кандидат,1,к,k,32
кандидат,2,а,a,32
кандидат,3,н,n',32
кандидат,4,д,d',32
кандидат,5,и,i,32
кандидат,6,д,d,32
кандидат,7,а,a,32
кандидат,8,т,t,32
канцелярии,1,к,k,8
канцелярии,2,а,a,8
канцелярии,3,н,n,8
канцелярии,4,ц,c,8
канцелярии,5,е,y,8
канцелярии,6,л,l',8
канцелярии,7,я,a,8
канцелярии,8,р,r',8
канцелярии,9,и,i,8
канцелярии,10,и,i,8
капли,1,к,k,3
капли,2,а,a,3
капли,3,п,p,3
капли,4,л,l',3
капли,5,и,i,3
капля,1,к,k,3
капля,2,а,a,3
капля,3,п,p,3
капля,4,л,l',3
капля,5,я,a,3
карандаш,1,к,k,7
карандаш,2,а,a,7
карандаш,3,р,r,7
карандаш,4,а,a,7
карандаш,5,н,n,7
карандаш,6,д,d,7
карандаш,7,а,a,7
карандаш,8,ш,sh,7
карандашом,1,к,k,8
карандашом,2,а,a,8
карандашом,3,р,r,8
карандашом,4,а,a,8
карандашом,5,н,n,8
карандашом,6,д,d,8
карандашом,7,а,a,8
карандашом,8,ш,sh,8
карандашом,9,о,o,8
карандашом,10,м,m,8
карман,1,к,k,6
карман,2,а,a,6
карман,3,р,r,6
карман,4,м,m,6
карман,5,а,a,6
карман,6,н,n,6
кармане,1,к,k,3
кармане,2,а,a,3
кармане,3,р,r,3
кармане,4,м,m,3
кармане,5,а,a,3
кармане,6,н,n',3
кармане,7,е,i,3
касается,1,к,k,9
касается,2,а,a,9
касается,3,с,s,9
касается,4,а,a,9
касается,5,е,ji,9
касается,6,т,-,9
касается,7,с,c,9
касается,8,я,a,9
касающемся,1,к,k,3
касающемся,2,а,a,3
касающемся,3,с,s,3
касающемся,4,а,a,3
касающемся,5,ю,ju,3
касающемся,6,щ,sc,3
касающемся,7,е,i,3
касающемся,8,м,m,3
касающемся,9,с,s',3
касающемся,10,я,a,3
кассу,1,к,k,8
кассу,2,а,a,8
кассу,3,с,s,8
кассу,4,с,s,8
кассу,5,у,u,8
катался,1,к,k,8
катался,2,а,a,8
катался,3,т,t,8
катался,4,а,a,8
катался,5,л,l,8
катался,6,с,s',8
катался,7,я,a,8
катастрофы,1,к,k,8
катастрофы,2,а,a,8
катастрофы,3,т,t,8
катастрофы,4,а,a,8
катастрофы,5,с,s,8
катастрофы,6,т,t,8
катастрофы,7,р,r,8
катастрофы,8,о,o,8
катастрофы,9,ф,f,8
катастрофы,10,ы,y,8
кататься,1,к,k,8
кататься,2,а,a,8
кататься,3,т,t,8
кататься,4,а,a,8
кататься,5,т,-,8
кататься,6,ь,-,8
кататься,7,с,c,8
кататься,8,я,a,8
катилось,1,к,k,3
катилось,2,а,a,3
катилось,3,т,t',3
катилось,4,и,i,3
катилось,5,л,l,3
катилось,6,о,a,3
катилось,7,с,s',3
катилось,8,ь,-,3
катись,1,к,k,8
катись,2,а,a,8
катись,3,т,t',8
катись,4,и,i,8
катись,5,с,s',8
катись,6,ь,-,8
катится,1,к,k,3
катится,2,а,a,3
катится,3,т,t',3
катится,4,и,i,3
катится,5,т,-,3
катится,6,с,c,3
катится,7,я,a,3
каток,1,к,k,3
каток,2,а,a,3
каток,3,т,t,3
каток,4,о,o,3
каток,5,к,k,3
качествах,1,к,k,8
качествах,2,а,a,8
качествах,3,ч,ch,8
качествах,4,е,i,8
качествах,5,с,s,8
качествах,6,т,t,8
качествах,7,в,v,8
качествах,8,а,a,8
качествах,9,х,h,8
качество,1,к,k,25
качество,2,а,a,25
качество,3,ч,ch,25
качество,4,е,i,25
качество,5,с,s,25
качество,6,т,t,25
качество,7,в,v,25
качество,8,о,a,25
каша,1,к,k,8
каша,2,а,a,8
каша,3,ш,sh,8
каша,4,а,a,8
квадрате,1,к,k,3
квадрате,2,в,v,3
квадрате,3,а,a,3
квадрате,4,д,d,3
квадрате,5,р,r,3
квадрате,6,а,a,3
квадрате,7,т,t',3
квадрате,8,е,i,3
квалифицированный,1,к,k,3
квалифицированный,2,в,v,3
квалифицированный,3,а,a,3
квалифицированный,4,л,l',3
квалифицированный,5,и,i,3
квалифицированный,6,ф,f',3
квалифицированный,7,и,i,3
квалифицированный,8,ц,c,3
квалифицированный,9,и,y,3
квалифицированный,10,р,r,3
квалифицированный,11,о,a,3
квалифицированный,12,в,v,3
квалифицированный,13,а,a,3
квалифицированный,14,н,n,3
квалифицированный,15,н,-,3
квалифицированный,16,ы,y,3
квалифицированный,17,й,j,3
квартира,1,к,k,48
квартира,2,в,v,48
квартира,3,а,a,48
квартира,4,р,r,48
квартира,5,т,t',48
квартира,6,и,i,48
квартира,7,р,r,48
квартира,8,а,a,48
квартирах,1,к,k,16
квартирах,2,в,v,16
квартирах,3,а,a,16
квартирах,4,р,r,16
квартирах,5,т,t',16
квартирах,6,и,i,16
квартирах,7,р,r,16
квартирах,8,а,a,16
квартирах,9,х,h,16
квартире,1,к,k,37
квартире,2,в,v,37
квартире,3,а,a,37
квартире,4,р,r,37
квартире,5,т,t',37
квартире,6,и,i,37
квартире,7,р,r',37
квартире,8,е,i,37
квартиру,1,к,k,43
квартиру,2,в,v,43
квартиру,3,а,a,43
квартиру,4,р,r,43
квартиру,5,т,t',43
квартиру,6,и,i,43
квартиру,7,р,r,43
квартиру,8,у,u,43
квартиры,1,к,k,27
квартиры,2,в,v,27
квартиры,3,а,a,27
квартиры,4,р,r,27
квартиры,5,т,t',27
квартиры,6,и,i,27
квартиры,7,р,r,27
квартиры,8,ы,y,27
кем,1,к,k',20
кем,2,е,e,20
кем,3,м,m,20
кемто,1,к,k',8
кемто,2,е,e,8
кемто,3,м,m,8
кемто,4,т,t,8
кемто,5,о,a,8
кефир,1,к,k',8
кефир,2,е,i,8
кефир,3,ф,f',8
кефир,4,и,i,8
кефир,5,р,r,8
кивал,1,к,k',8
кивал,2,и,i,8
кивал,3,в,v,8
кивал,4,а,a,8
кивал,5,л,l,8
кивнув,1,к,k',8
кивнув,2,и,i,8
кивнув,3,в,v,8
кивнув,4,н,n,8
кивнув,5,у,u,8
кивнув,6,в,f,8
кивнула,1,к,k',3
кивнула,2,и,i,3
кивнула,3,в,v,3
кивнула,4,н,n,3
кивнула,5,у,u,3
кивнула,6,л,l,3
кивнула,7,а,a,3
кидался,1,к,k',8
кидался,2,и,i,8
кидался,3,д,d,8
кидался,4,а,a,8
кидался,5,л,l,8
кидался,6,с,s',8
кидался,7,я,i,8
кидать,1,к,k',6
кидать,2,и,i,6
кидать,3,д,d,6
кидать,4,а,a,6
кидать,5,т,t',6
кидать,6,ь,-,6
километр,1,к,k',6
километр,2,и,i,6
километр,3,л,l,6
километр,4,о,a,6
километр,5,м,m',6
километр,6,е,e,6
километр,7,т,t,6
километр,8,р,r,6
кинокартину,1,к,k',3
кинокартину,2,и,i,3
кинокартину,3,н,n,3
кинокартину,4,о,a,3
кинокартину,5,к,k,3
кинокартину,6,а,a,3
кинокартину,7,р,r,3
кинокартину,8,т,t',3
кинокартину,9,и,i,3
кинокартину,10,н,n,3
кинокартину,11,у,u,3
кинокартины,1,к,k',8
кинокартины,2,и,i,8
кинокартины,3,н,n,8
кинокартины,4,о,a,8
кинокартины,5,к,k,8
кинокартины,6,а,a,8
кинокартины,7,р,r,8
кинокартины,8,т,t',8
кинокартины,9,и,i,8
кинокартины,10,н,n,8
кинокартины,11,ы,y,8
кинула,1,к,k',3
кинула,2,и,i,3
кинула,3,н,n,3
кинула,4,у,u,3
кинула,5,л,l,3
кинула,6,а,a,3
кинулась,1,к,k',3
кинулась,2,и,i,3
кинулась,3,н,n,3
кинулась,4,у,u,3
кинулась,5,л,l,3
кинулась,6,а,a,3
кинулась,7,с,s',3
кинулась,8,ь,-,3
кипа,1,к,k',3
кипа,2,и,i,3
кипа,3,п,p,3
кипа,4,а,a,3
кипит,1,к,k',3
кипит,2,и,i,3
кипит,3,п,p',3
кипит,4,и,i,3
кипит,5,т,t,3
кипы,1,к,k',3
кипы,2,и,i,3
кипы,3,п,p,3
кипы,4,ы,y,3
кириллович,1,к,k',8
кириллович,2,и,i,8
кириллович,3,р,r',8
кириллович,4,и,i,8
кириллович,5,л,l,8
кириллович,6,л,-,8
кириллович,7,о,a,8
кириллович,8,в,v',8
кириллович,9,и,i,8
кириллович,10,ч,ch,8
кирилловича,1,к,k',8
кирилловича,2,и,i,8
кирилловича,3,р,r',8
кирилловича,4,и,i,8
кирилловича,5,л,l,8
кирилловича,6,л,-,8
кирилловича,7,о,a,8
кирилловича,8,в,v',8
кирилловича,9,и,i,8
кирилловича,10,ч,ch,8
кирилловича,11,а,a,8
кирпич,1,к,k',3
кирпич,2,и,i,3
кирпич,3,р,r,3
кирпич,4,п,p',3
кирпич,5,и,i,3
кирпич,6,ч,ch,3
кирпичных,1,к,k',5
кирпичных,2,и,i,5
кирпичных,3,р,r,5
кирпичных,4,п,p',5
кирпичных,5,и,i,5
кирпичных,6,ч,ch,5
кирпичных,7,н,n,5
кирпичных,8,ы,y,5
кирпичных,9,х,h,5
кирсанове,1,к,k',3
кирсанове,2,и,i,3
кирсанове,3,р,r,3
кирсанове,4,с,s,3
кирсанове,5,а,a,3
кирсанове,6,н,n,3
кирсанове,7,о,a,3
кирсанове,8,в,v',3
кирсанове,9,е,i,3
кисточку,1,к,k',8
кисточку,2,и,i,8
кисточку,3,с,s,8
кисточку,4,т,t,8
кисточку,5,о,a,8
кисточку,6,ч,ch,8
кисточку,7,к,k,8
кисточку,8,у,u,8
китае,1,к,k',9
китае,2,и,i,9
китае,3,т,t,9
китае,4,а,a,9
китае,5,е,ji,9
китайскими,1,к,k',3
китайскими,2,и,i,3
китайскими,3,т,t,3
китайскими,4,а,a,3
китайскими,5,й,j,3
китайскими,6,с,s,3
китайскими,7,к,k',3
китайскими,8,и,i,3
китайскими,9,м,m',3
китайскими,10,и,i,3
китайских,1,к,k',3
китайских,2,и,i,3
китайских,3,т,t,3
китайских,4,а,a,3
китайских,5,й,j,3
китайских,6,с,s,3
китайских,7,к,k',3
китайских,8,и,i,3
китайских,9,х,h,3
китая,1,к,k',3
китая,2,и,i,3
китая,3,т,t,3
китая,4,а,a,3
китая,5,я,ja,3
кичатся,1,к,k',3
кичатся,2,и,i,3
кичатся,3,ч,ch,3
кичатся,4,а,a,3
кичатся,5,т,-,3
кичатся,6,с,c,3
кичатся,7,я,a,3
кичится,1,к,k',1
кичится,2,и,i,1
кичится,3,ч,ch,1
кичится,4,и,i,1
кичится,5,т,-,1
кичится,6,с,c,1
кичится,7,я,a,1
кичливость,1,к,k',1
кичливость,2,и,i,1
кичливость,3,ч,ch,1
кичливость,4,л,l',1
кичливость,5,и,i,1
кичливость,6,в,v,1
кичливость,7,о,a,1
кичливость,8,с,s',1
кичливость,9,т,t',1
кичливость,10,ь,-,1
классе,1,к,k,24
классе,2,л,l,24
классе,3,а,a,24
классе,4,с,s',24
классе,5,с,-,24
классе,6,е,i,24
клев,1,к,k,3
клев,2,л,l',3
клев,3,е,o,3
клев,4,в,f,3
клевет,1,к,k,3
клевет,2,л,l',3
клевет,3,е,i,3
клевет,4,в,v',3
клевет,5,е,e,3
клевет,6,т,t,3
клеёнке,1,к,k,8
клеёнке,2,л,l',8
клеёнке,3,е,i,8
клеёнке,4,ё,jo,8
клеёнке,5,н,n,8
клеёнке,6,к,k',8
клеёнке,7,е,i,8
клеится,1,к,k,8
клеится,2,л,l',8
клеится,3,е,e,8
клеится,4,и,i,8
клеится,5,т,-,8
клеится,6,с,c,8
клеится,7,я,a,8
клеточку,1,к,k,3
клеточку,2,л,l',3
клеточку,3,е,e,3
клеточку,4,т,t,3
клеточку,5,о,a,3
клеточку,6,ч,ch,3
клеточку,7,к,k,3
клеточку,8,у,u,3
клетчатую,1,к,k,8
клетчатую,2,л,l',8
клетчатую,3,е,e,8
клетчатую,4,т,-,8
клетчатую,5,ч,ch,8
клетчатую,6,а,i,8
клетчатую,7,т,t,8
клетчатую,8,у,u,8
клетчатую,9,ю,ju,8
климат,1,к,k,11
климат,2,л,l',11
климат,3,и,i,11
климат,4,м,m,11
климат,5,а,a,11
климат,6,т,t,11
климате,1,к,k,3
климате,2,л,l',3
климате,3,и,i,3
климате,4,м,m,3
климате,5,а,a,3
климате,6,т,t',3
климате,7,е,i,3
кличу,1,к,k,3
кличу,2,л,l',3
кличу,3,и,i,3
кличу,4,ч,ch,3
кличу,5,у,u,3
клочьев,1,к,k,3
клочьев,2,л,l,3
клочьев,3,о,o,3
клочьев,4,ч,ch,3
клочьев,5,ь,-,3
клочьев,6,е,ji,3
клочьев,7,в,f,3
клуб,1,к,k,12
клуб,2,л,l,12
клуб,3,у,u,12
клуб,4,б,p,12
ключ,1,к,k,16
ключ,2,л,l',16
ключ,3,ю,u,16
ключ,4,ч,ch,16
ключом,1,к,k,6
ключом,2,л,l',6
ключом,3,ю,u,6
ключом,4,ч,ch,6
ключом,5,о,o,6
ключом,6,м,m,6
книг,1,к,k,8
книг,2,н,n',8
книг,3,и,i,8
книг,4,г,k,8
книге,1,к,k,8
книге,2,н,n',8
книге,3,и,i,8
книге,4,г,g',8
книге,5,е,i,8
книги,1,к,k,35
книги,2,н,n',35
книги,3,и,i,35
книги,4,г,g',35
книги,5,и,i,35
книгой,1,к,k,5
книгой,2,н,n',5
книгой,3,и,i,5
книгой,4,г,g,5
книгой,5,о,a,5
книгой,6,й,j,5
книгу,1,к,k,10
книгу,2,н,n',10
книгу,3,и,i,10
книгу,4,г,g,10
книгу,5,у,u,10
книжек,1,к,k,3
книжек,2,н,n',3
книжек,3,и,i,3
книжек,4,ж,zh,3
книжек,5,е,y,3
книжек,6,к,k,3
книжечки,1,к,k,3
книжечки,2,н,n',3
книжечки,3,и,i,3
книжечки,4,ж,zh,3
книжечки,5,е,y,3
книжечки,6,ч,ch,3
книжечки,7,к,k',3
книжечки,8,и,i,3
книжечкой,1,к,k,3
книжечкой,2,н,n',3
книжечкой,3,и,i,3
книжечкой,4,ж,zh,3
книжечкой,5,е,y,3
книжечкой,6,ч,ch,3
книжечкой,7,к,k,3
книжечкой,8,о,a,3
книжечкой,9,й,j,3
книжках,1,к,k,11
книжках,2,н,n',11
книжках,3,и,i,11
книжках,4,ж,sh,11
книжках,5,к,k,11
книжках,6,а,a,11
книжках,7,х,h,11
книжном,1,к,k,10
книжном,2,н,n',10
книжном,3,и,i,10
книжном,4,ж,zh,10
книжном,5,н,n,10
книжном,6,о,a,10
книжном,7,м,m,10
книжный,1,к,k,3
книжный,2,н,n',3
книжный,3,и,i,3
книжный,4,ж,zh,3
книжный,5,н,n,3
книжный,6,ы,y,3
книжный,7,й,j,3
князь,1,к,k,24
князь,2,н,n',24
князь,3,я,a,24
князь,4,з,s',24
князь,5,ь,-,24
князя,1,к,k,8
князя,2,н,n',8
князя,3,я,a,8
князя,4,з,z',8
князя,5,я,i,8
ковбойке,1,к,k,3
ковбойке,2,о,a,3
ковбойке,3,в,v,3
ковбойке,4,б,b,3
ковбойке,5,о,o,3
ковбойке,6,й,j,3
ковбойке,7,к,k',3
ковбойке,8,е,i,3
ковер,1,к,k,3
ковер,2,о,a,3
ковер,3,в,v',3
ковер,4,е,o,3
ковер,5,р,r,3
когданибудь,1,к,k,3
когданибудь,2,о,a,3
когданибудь,3,г,g,3
когданибудь,4,д,d,3
когданибудь,5,а,a,3
когданибудь,6,н,n',3
когданибудь,7,и,i,3
когданибудь,8,б,b,3
когданибудь,9,у,u,3
когданибудь,10,д,d',3
когданибудь,11,ь,-,3
когдато,1,к,k,30
когдато,2,о,a,30
когдато,3,г,g,30
когдато,4,д,d,30
когдато,5,а,a,30
когдато,6,т,t,30
когдато,7,о,a,30
когонибудь,1,к,k,7
когонибудь,2,о,a,7
когонибудь,3,г,v,7
когонибудь,4,о,o,7
когонибудь,5,н,n',7
когонибудь,6,и,i,7
когонибудь,7,б,b,7
когонибудь,8,у,u,7
когонибудь,9,д,t',7
когонибудь,10,ь,-,7
когото,1,к,k,18
когото,2,о,a,18
когото,3,г,v,18
когото,4,о,o,18
когото,5,т,t,18
когото,6,о,a,18
когонибудь,1,к,k,1
когонибудь,2,о,a,1
когонибудь,3,г,v,1
когонибудь,4,о,o,1
когонибудь,5,н,n',1
когонибудь,6,и,i,1
когонибудь,7,б,b,1
когонибудь,8,у,u,1
когонибудь,9,д,t',1
когонибудь,10,ь,-,1
коекакие,1,к,k,3
коекакие,2,о,o,3
коекакие,3,е,ji,3
коекакие,4,к,k,3
коекакие,5,а,a,3
коекакие,6,к,k',3
коекакие,7,и,i,3
коекакие,8,е,ji,3
коечего,1,к,k,5
коечего,2,о,o,5
коечего,3,е,i,5
коечего,4,ч,ch,5
коечего,5,е,i,5
коечего,6,г,v,5
коечего,7,о,o,5
кожа,1,к,k,8
кожа,2,о,o,8
кожа,3,ж,zh,8
кожа,4,а,a,8
кожаных,1,к,k,6
кожаных,2,о,o,6
кожаных,3,ж,zh,6
кожаных,4,а,a,6
кожаных,5,н,n,6
кожаных,6,ы,y,6
кожаных,7,х,h,6
кожевенником,1,к,k,3
кожевенником,2,о,a,3
кожевенником,3,ж,zh,3
кожевенником,4,е,e,3
кожевенником,5,в,v',3
кожевенником,6,е,i,3
кожевенником,7,н,n',3
кожевенником,8,н,-,3
кожевенником,9,и,i,3
кожевенником,10,к,k,3
кожевенником,11,о,a,3
кожевенником,12,м,m,3
кожей,1,к,k,3
кожей,2,о,o,3
кожей,3,ж,zh,3
кожей,4,е,y,3
кожей,5,й,j,3
кожи,1,к,k,3
кожи,2,о,o,3
кожи,3,ж,zh,3
кожи,4,и,y,3
кожу,1,к,k,8
кожу,2,о,o,8
кожу,3,ж,zh,8
кожу,4,у,u,8
козлах,1,к,k,2
козлах,2,о,o,2
козлах,3,з,z,2
козлах,4,л,l,2
козлах,5,а,a,2
козлах,6,х,h,2
козлове,1,к,k,3
козлове,2,о,a,3
козлове,3,з,z,3
козлове,4,л,l,3
козлове,5,о,o,3
козлове,6,в,v',3
козлове,7,е,i,3
кол,1,к,k,12
кол,2,о,o,12
кол,3,л,l,12
колебаний,1,к,k,8
колебаний,2,о,a,8
колебаний,3,л,l',8
колебаний,4,е,i,8
колебаний,5,б,b,8
колебаний,6,а,a,8
колебаний,7,н,n',8
колебаний,8,и,i,8
колебаний,9,й,j,8
колени,1,к,k,16
колени,2,о,a,16
колени,3,л,l',16
колени,4,е,e,16
колени,5,н,n',16
колени,6,и,i,16
колену,1,к,k,8
колену,2,о,a,8
колену,3,л,l',8
колену,4,е,e,8
колену,5,н,n,8
колену,6,у,u,8
коленях,1,к,k,8
коленях,2,о,a,8
коленях,3,л,l',8
коленях,4,е,e,8
коленях,5,н,n',8
коленях,6,я,i,8
коленях,7,х,h,8
количество,1,к,k,9
количество,2,о,a,9
количество,3,л,l',9
количество,4,и,i,9
количество,5,ч,ch,9
количество,6,е,i,9
количество,7,с,s,9
количество,8,т,t,9
количество,9,в,v,9
количество,10,о,a,9
коломенское,1,к,k,3
коломенское,2,о,a,3
коломенское,3,л,l,3
коломенское,4,о,o,3
коломенское,5,м,m',3
коломенское,6,е,i,3
коломенское,7,н,n,3
коломенское,8,с,s,3
коломенское,9,к,k,3
коломенское,10,о,a,3
коломенское,11,е,ji,3
колонку,1,к,k,8
колонку,2,о,a,8
колонку,3,л,l,8
колонку,4,о,o,8
колонку,5,н,n,8
колонку,6,к,k,8
колонку,7,у,u,8
колонной,1,к,k,1
колонной,2,о,a,1
колонной,3,л,l,1
колонной,4,о,o,1
колонной,5,н,n,1
колонной,6,н,-,1
колонной,7,о,a,1
колонной,8,й,j,1
колонну,1,к,k,1
колонну,2,о,a,1
колонну,3,л,l,1
колонну,4,о,o,1
колонну,5,н,n,1
колонну,6,н,-,1
колонну,7,у,u,1
колунами,1,к,k,3
колунами,2,о,a,3
колунами,3,л,l,3
колунами,4,у,u,3
колунами,5,н,n,3
колунами,6,а,a,3
колунами,7,м,m',3
колунами,8,и,i,3
колются,1,к,k,6
колются,2,о,o,6
колются,3,л,l',6
колются,4,ю,u,6
колются,5,т,-,6
колются,6,с,c,6
колются,7,я,a,6
коляски,1,к,k,8
коляски,2,о,a,8
коляски,3,л,l',8
коляски,4,я,a,8
коляски,5,с,s,8
коляски,6,к,k',8
коляски,7,и,i,8
команде,1,к,k,3
команде,2,о,a,3
команде,3,м,m,3
команде,4,а,a,3
команде,5,н,n',3
команде,6,д,d',3
команде,7,е,i,3
командировке,1,к,k,16
командировке,2,о,a,16
командировке,3,м,m,16
командировке,4,а,a,16
командировке,5,н,n',16
командировке,6,д,d',16
командировке,7,и,i,16
командировке,8,р,r,16
командировке,9,о,o,16
командировке,10,в,f,16
командировке,11,к,k',16
командировке,12,е,i,16
командировкой,1,к,k,7
командировкой,2,о,a,7
командировкой,3,м,m,7
командировкой,4,а,a,7
командировкой,5,н,n',7
командировкой,6,д,d',7
командировкой,7,и,i,7
командировкой,8,р,r,7
командировкой,9,о,o,7
командировкой,10,в,f,7
командировкой,11,к,k,7
командировкой,12,о,a,7
командировкой,13,й,j,7
командировку,1,к,k,22
командировку,2,о,a,22
командировку,3,м,m,22
командировку,4,а,a,22
командировку,5,н,n',22
командировку,6,д,d',22
командировку,7,и,i,22
командировку,8,р,r,22
командировку,9,о,o,22
командировку,10,в,f,22
командировку,11,к,k,22
командировку,12,у,u,22
команду,1,к,k,8
команду,2,о,a,8
команду,3,м,m,8
команду,4,а,a,8
команду,5,н,n,8
команду,6,д,d,8
команду,7,у,u,8
комические,1,к,k,3
комические,2,о,a,3
комические,3,м,m',3
комические,4,и,i,3
комические,5,ч,ch,3
комические,6,е,i,3
комические,7,с,s,3
комические,8,к,k',3
комические,9,и,i,3
комические,10,е,ji,3
коммерсанты,1,к,k,3
коммерсанты,2,о,a,3
коммерсанты,3,м,m',3
коммерсанты,4,м,-,3
коммерсанты,5,е,i,3
коммерсанты,6,р,r,3
коммерсанты,7,с,s,3
коммерсанты,8,а,a,3
коммерсанты,9,н,n,3
коммерсанты,10,т,t,3
коммерсанты,11,ы,y,3
коммуны,1,к,k,3
коммуны,2,о,a,3
коммуны,3,м,m,3
коммуны,4,м,-,3
коммуны,5,у,u,3
коммуны,6,н,n,3
коммуны,7,ы,y,3
комнат,1,к,k,3
комнат,2,о,o,3
комнат,3,м,m,3
комнат,4,н,n,3
комнат,5,а,a,3
комнат,6,т,t,3
комната,1,к,k,34
комната,2,о,o,34
комната,3,м,m,34
комната,4,н,n,34
комната,5,а,a,34
комната,6,т,t,34
комната,7,а,a,34
комнатах,1,к,k,9
комнатах,2,о,o,9
комнатах,3,м,m,9
комнатах,4,н,n,9
комнатах,5,а,a,9
комнатах,6,т,t,9
комнатах,7,а,a,9
комнатах,8,х,h,9
комнате,1,к,k,78
комнате,2,о,o,78
комнате,3,м,m,78
комнате,4,н,n,78
комнате,5,а,a,78
комнате,6,т,t',78
комнате,7,е,i,78
комнатки,1,к,k,3
комнатки,2,о,o,3
комнатки,3,м,m,3
комнатки,4,н,n,3
комнатки,5,а,a,3
комнатки,6,т,t,3
комнатки,7,к,k',3
комнатки,8,и,i,3
комнатку,1,к,k,6
комнатку,2,о,o,6
комнатку,3,м,m,6
комнатку,4,н,n,6
комнатку,5,а,a,6
комнатку,6,т,t,6
комнатку,7,к,k,6
комнатку,8,у,u,6
комнату,1,к,k,176
комнату,2,о,o,176
комнату,3,м,m,176
комнату,4,н,n,176
комнату,5,а,a,176
комнату,6,т,t,176
комнату,7,у,u,176
комнаты,1,к,k,61
комнаты,2,о,o,61
комнаты,3,м,m,61
комнаты,4,н,n,61
комнаты,5,а,a,61
комнаты,6,т,t,61
комнаты,7,ы,y,61
компании,1,к,k,20
компании,2,о,a,20
компании,3,м,m,20
компании,4,п,p,20
компании,5,а,a,20
компании,6,н,n',20
компании,7,и,i,20
компании,8,и,i,20
композиторы,1,к,k,18
композиторы,2,о,a,18
композиторы,3,м,m,18
композиторы,4,п,p,18
композиторы,5,о,a,18
композиторы,6,з,z',18
композиторы,7,и,i,18
композиторы,8,т,t,18
композиторы,9,о,a,18
композиторы,10,р,r,18
композиторы,11,ы,y,18
комунибудь,1,к,k,3
комунибудь,2,о,a,3
комунибудь,3,м,m,3
комунибудь,4,у,u,3
комунибудь,5,н,n',3
комунибудь,6,и,i,3
комунибудь,7,б,b,3
комунибудь,8,у,u,3
комунибудь,9,д,t',3
комунибудь,10,ь,-,3
комуто,1,к,k,11
комуто,2,о,a,11
комуто,3,м,m,11
комуто,4,у,u,11
комуто,5,т,t,11
комуто,6,о,a,11
комфорта,1,к,k,3
комфорта,2,о,a,3
комфорта,3,м,m,3
комфорта,4,ф,f,3
комфорта,5,о,o,3
комфорта,6,р,r,3
комфорта,7,т,t,3
комфорта,8,а,a,3
конверте,1,к,k,3
конверте,2,о,a,3
конверте,3,н,n,3
конверте,4,в,v',3
конверте,5,е,e,3
конверте,6,р,r,3
конверте,7,т,t',3
конверте,8,е,i,3
кондукторша,1,к,k,3
кондукторша,2,о,a,3
кондукторша,3,н,n,3
кондукторша,4,д,d,3
кондукторша,5,у,u,3
кондукторша,6,к,k,3
кондукторша,7,т,t,3
кондукторша,8,о,a,3
кондукторша,9,р,r,3
кондукторша,10,ш,sh,3
кондукторша,11,а,a,3
конечная,1,к,k,3
конечная,2,о,a,3
конечная,3,н,n',3
конечная,4,е,e,3
конечная,5,ч,ch,3
конечная,6,н,n,3
конечная,7,а,a,3
конечная,8,я,ja,3
конечно,1,к,k,226
конечно,2,о,a,226
конечно,3,н,n',226
конечно,4,е,e,226
конечно,5,ч,sh,226
конечно,6,н,n,226
конечно,7,о,a,226
конкой,1,к,k,3
конкой,2,о,o,3
конкой,3,н,n,3
конкой,4,к,k,3
конкой,5,о,a,3
конкой,6,й,j,3
конский,1,к,k,3
конский,2,о,o,3
конский,3,н,n,3
конский,4,с,s,3
конский,5,к,k',3
конский,6,и,i,3
конский,7,й,j,3
конспиратор,1,к,k,8
конспиратор,2,о,a,8
конспиратор,3,н,n,8
конспиратор,4,с,s,8
конспиратор,5,п,p',8
конспиратор,6,и,i,8
конспиратор,7,р,r,8
конспиратор,8,а,a,8
конспиратор,9,т,t,8
конспиратор,10,о,a,8
конспиратор,11,р,r,8
консультации,1,к,k,8
консультации,2,о,a,8
консультации,3,н,n,8
консультации,4,с,s,8
консультации,5,у,u,8
консультации,6,л,l',8
консультации,7,ь,-,8
консультации,8,т,t,8
консультации,9,а,a,8
консультации,10,ц,c,8
консультации,11,и,y,8
консультации,12,и,i,8
контроль,1,к,k,8
контроль,2,о,a,8
контроль,3,н,n,8
контроль,4,т,t,8
контроль,5,р,r,8
контроль,6,о,o,8
