word,transcript,freq
жо0рж,zh o0 r sh,2318
бе0г,b' e0 k,2217
бе0д,b' e0 t,2217
взо0р,v z o0 r,2217
вле0з,v l' e0 s,2217
гна0ть,g n a0 t',2217
гро0б,g r o0 p,2217
ждё0м,zh d' o0 m,2217
же0ст,zh e0 s t,2217
же0чь,zh e0 ch,2217
зло0м,z l o0 m,2217
ле0нь,l' e0 n',2217
ли0к,l' i0 k,2217
ме0ч,m' e0 ch,2217
мы0ть,m y0 t',2217
но0ль,n o0 l',2217
пе0чь,p' e0 ch,2217
пло0д,p l o0 t,2217
пу0ст,p u0 s t,2217
ро0т,r o0 t,2217
сбо0р,z b o0 r,2217
сту0к,s t u0 k,2217
та0кт,t a0 k t,2217
те0мп,t' e0 m p,2217
то0к,t o0 k,2217
тре0ть,t r' e0 t',2217
ше0рсть,sh e0 r s' t',2217
бле0ск,b l' e0 s k,2217
злу0,z l u0,2217
сто0п,s t o0 p,2217
ро0з,r o0 s,2217
лю0к,l' u0 k,2217
а0,a0,2117
а0д,a0 t,2117
бу0нт,b u0 n t,2117
гру0з,g r u0 s,2117
до0бр,d o0 b r,2117
до0ждь,d o0 zh t',2117
жа0нр,zh a0 n r,2117
ка0знь,k a0 z' n',2117
ле0нь,l' e0 n',2117
ма0л,m a0 l,2117
ми0ф,m' i0 f,2117
плы0ть,p l y0 t',2117
ре0йс,r' e0 j s,2117
ри0ск,r' i0 s k,2117
си0х,s' i0 h,2117
скла0д,s k l a0 t,2117
скри0п,s k r' i0 p,2117
сло0н,s l o0 n,2117
фла0г,f l a0 k,2117
чи0н,ch i0 n,2117
ба0с,b a0 s,2117
бы0к,b y0 k,2117
всё0,f s' o0,2117
вста0в,f s t a0 f,2117
гла0в,g l a0 f,2117
зво0н,z v o0 n,2117
ма0рш,m a0 r sh,2117
ми0сс,m' i0 s,2117
си0м,s' i0 m,2117
сто0лб,s t o0 l p,2117
тра0в,t r a0 f,2117
ты0л,t y0 l,2117
бы0в,b y0 f,2117
ка0нт,k a0 n t,2117
жё0н,zh o0 n,2016
зна0й,z n a0 j,2016
зу0б,z u0 p,2016
пло0х,p l o0 h,2016
пу0ль,p u0 l',2016
ру0бль,r u0 b l',2016
сво0д,s v o0 t,2016
сно0в,s n o0 f,2016
сты0д,s t y0 t,2016
те0м,t' e0 m,2016
тка0нь,t k a0 n',2016
то0м,t o0 m,2016
ту0ч,t u0 ch,2016
хо0шь,h o0 sh,2016
и0м,i0 m,2016
пе0снь,p' e0 s' n',2016
сти0х,s' t' i0 h,2016
чи0ст,ch i0 s t,2016
все0,f s' e0,2016
льна0,l' n a0,2016
ство0л,s t v o0 l,2016
а0ль,a0 l',2016
ва0йс,v a0 j s,2016
ба0б,b a0 p,1915
ба0л,b a0 l,1915
ве0рх,v' e0 r h,1915
ве0сть,v' e0 s' t',1915
во0пль,v o0 p l',1915
гво0здь,g v o0 z' t',1915
гра0д,g r a0 t,1915
гу0л,g u0 l,1915
да0м,d a0 m,1915
дно0,d n o0,1915
дро0жь,d r o0 sh,1915
е0,j e0,1915
ка0знь,k a0 z' n',1915
ма0рш,m a0 r sh,1915
не0фть,n' e0 f t',1915
и0м,i0 m,1915
пи0р,p' i0 r,1915
пло0ть,p l o0 t',1915
ра0к,r a0 k,1915
рва0ть,r v a0 t',1915
рвё0т,r v' o0 t,1915
тка0нь,t k a0 n',1915
ви0н,v' i0 n,1915
впа0л,f p a0 l,1915
ду0м,d u0 m,1915
мра0к,m r a0 k,1915
и0,i0,1915
о0т,o0 t,1915
со0к,s o0 k,1915
што0,sh t o0,1915
фра0нц,f r a0 n c,1915
зме0й,z m' e0 j,1915
мя0ч,m' a0 ch,1915
бо0р,b o0 r,1915
а0д,a0 t,1814
би0ть,b' i0 t',1814
бью0т,b' j u0 t,1814
бо0др,b o0 d r,1814
вбо0к,v b o0 k,1814
взво0д,v z v o0 t,1814
гна0л,g n a0 l,1814
жди0,zh d' i0,1814
же0,zh e0,1814
жгли0,zh g l' i0,1814
кре0мль,k r' e0 m l',1814
лга0ть,l g a0 t',1814
ле0в,l' e0 f,1814
ло0б,l o0 p,1814
ме0ртв,m' e0 r t f,1814
мо0щь,m o0 sc,1814
по0т,p o0 t,1814
ри0тм,r' i0 t m,1814
сме0й,s m' e0 j,1814
сны0,s n y0,1814
спи0,s p' i0,1814
тре0ск,t r' e0 s k,1814
ша0нс,sh a0 n s,1814
што0рм,sh t o0 r m,1814
бо0мб,b o0 m p,1814
е0м,j e0 m,1814
кла0сть,k l a0 s' t',1814
са0н,s a0 n,1814
сби0л,z b' i0 l,1814
су0п,s u0 p,1814
мя0,m' a0,1814
ду0ш,d u0 sh,1814
я0н,j a0 n,1814
ма0ть,m a0 t',1814
што0,sh t o0,1814
а0н,a0 n,1714
бе0г,b' e0 k,1714
бло0к,b l o0 k,1714
ва0льс,v a0 l' s,1714
вглу0бь,v g l u0 p',1714
всю0,f s' u0,1714
ви0зг,v' i0 z k,1714
во0й,v o0 j,1714
да0м,d a0 m,1714
льду0,l' d u0,1714
ма0й,m a0 j,1714
псы0,p s y0,1714
пло0ть,p l o0 t',1714
ро0жь,r o0 sh,1714
рты0,r t y0,1714
сво0д,s v o0 t,1714
се0й,s' e0 j,1714
сжа0л,zh a0 l,1714
си0м,s' i0 m,1714
то0к,t o0 k,1714
то0ст,t o0 s t,1714
тро0н,t r o0 n,1714
ци0кл,c y0 k l,1714
чи0н,ch i0 n,1714
чу0ть,ch u0 t',1714
ва0с,v a0 s,1714
гра0нь,g r a0 n',1714
не0фть,n' e0 f t',1714
зо0н,z o0 n,1714
ли0,l' i0,1714
ту0,t u0,1714
у0,u0,1714
чё0м,ch o0 m,1714
все0х,f s' e0 h,1613
вся0,f s' a0,1613
вре0д,v r' e0 t,1613
ге0н,g' e0 n,1613
ду0б,d u0 p,1613
жу0к,zh u0 k,1613
кры0ш,k r y0 sh,1613
ла0,l a0,1613
мё0д,m' o0 t,1613
не0гр,n' e0 g r,1613
ни0ть,n' i0 t',1613
пло0д,p l o0 t,1613
пра0х,p r a0 h,1613
при0з,p r' i0 s,1613
сби0ть,z b' i0 t',1613
сже0чь,zh e0 ch,1613
сня0т,s' n' a0 t,1613
со0рт,s o0 r t,1613
спи0шь,s p' i0 sh,1613
то0лк,t o0 l k,1613
то0м,t o0 m,1613
у0с,u0 s,1613
что0,ch t o0,1613
чу0шь,ch u0 sh,1613
ша0нс,sh a0 n s,1613
ба0,b a0,1613
бло0к,b l o0 k,1613
га0д,g a0 t,1613
до0н,d o0 n,1613
не0й,n' e0 j,1613
про0б,p r o0 p,1613
ра0з,r a0 s,1613
спи0рт,s p' i0 r t,1613
ста0н,s t a0 n,1613
бо0б,b o0 p,1613
вся0к,f s' a0 k,1613
да0к,d a0 k,1613
ша0х,sh a0 h,1613
ти0м,t' i0 m,1613
бе0йль,b' e0 j l',1613
бо0,b o0,1512
ба0б,b a0 p,1512
бро0вь,b r o0 f',1512
вздо0р,v z d o0 r,1512
во0з,v o0 s,1512
все0х,f s' e0 h,1512
ге0рб,g' e0 r p,1512
го0рсть,g o0 r s' t',1512
гу0сь,g u0 s',1512
да0ль,d a0 l',1512
е0л,j e0 l,1512
жи0знь,zh y0 z' n',1512
злы0м,z l y0 m,1512
и0зб,i0 s p,1512
ко0,k o0,1512
кра0н,k r a0 n,1512
ку0р,k u0 r,1512
ку0ст,k u0 s t,1512
